,HBCU,INSTNM,BBRR4_FED_PELL_DFLT,BBRR4_FED_PELL_PAIDINFULL,PELL_DEBT_MDN,COSTT4_A,ADM_RATE,C150_4_PELL,RET_FT4,MD_EARN_WNE_P6
799,0.0,Wesleyan College,<=0.20,<=0.20,16916.0,39010.0,0.668,0.4035,0.6306,35630.0
800,0.0,University of West Georgia,0.11,0.06,17500.0,23870.0,0.8012,0.3869,0.7331,41000.0
801,0.0,Young Harris College,0.10-0.14,0.10-0.14,12750.0,44631.0,0.7729,0.4297,0.6788,36389.0
802,0.0,Chaminade University of Honolulu,0.05-0.09,0.10-0.14,20114.0,41667.0,0.9341,0.5909,0.7097,48660.0
803,0.0,University of Hawaii at Hilo,0.05-0.09,0.10-0.14,15000.0,21526.0,0.8424,0.3864,0.6777,37204.0
804,0.0,University of Hawaii at Manoa,0.05,0.16,15000.0,22185.0,0.7277,0.5928,0.7883,45701.0
805,0.0,Hawaii Institute of Hair Design,PS,PS,,,,,,17489.0
806,0.0,Hawaii Pacific University,0.05-0.06,0.11-0.12,13238.0,49353.0,0.871,0.3525,0.5885,48773.0
807,0.0,Honolulu Community College,0.20-0.29,0.10-0.19,6506.0,12683.0,,,,36127.0
808,0.0,Kapiolani Community College,0.15-0.19,0.10-0.14,7000.0,11875.0,,,,38265.0
809,0.0,Kauai Community College,PS,PS,8000.0,17126.0,,,,31592.0
810,0.0,Leeward Community College,0.10-0.19,<=0.10,6500.0,12573.0,,,,33997.0
811,0.0,University of Hawaii Maui College,0.20-0.29,<=0.10,10792.0,14862.0,,0.2541,0.7,28263.0
812,0.0,University of Hawaii-West Oahu,<=0.10,0.10-0.19,12500.0,15528.0,0.9637,0.3226,0.6885,44352.0
813,0.0,Windward Community College,<=0.20,<=0.20,9054.0,15128.0,,,,30631.0
814,0.0,Carrington College-Boise,0.10-0.19,<=0.10,9604.0,,,,,37283.0
815,0.0,Boise Bible College,PS,PS,,25426.0,1.0,0.5294,0.7222,32662.0
816,0.0,Boise State University,0.07,0.12,16438.0,23497.0,0.8393,0.4757,0.7927,45251.0
817,0.0,College of Eastern Idaho,PS,PS,9500.0,13067.0,,,,37934.0
818,0.0,Idaho State University,0.08,0.11,14700.0,20725.0,,0.3063,0.707,41377.0
819,0.0,University of Idaho,0.07,0.12,18000.0,22108.0,0.7385,0.5272,0.7378,42602.0
820,0.0,The College of Idaho,<=0.10,0.10-0.19,18778.0,47926.0,0.4552,0.5313,0.7577,42097.0
821,0.0,Lewis-Clark State College,0.10-0.14,0.10-0.14,12000.0,17295.0,0.8677,0.2911,0.63,42133.0
822,0.0,Aveda Institute-Twin Falls,PS,PS,,,,,,21804.0
823,0.0,North Idaho College,0.15-0.19,0.10-0.14,5750.0,11778.0,,,,34391.0
824,0.0,Northwest Nazarene University,0.05-0.09,0.10-0.14,18500.0,46897.0,0.8819,0.4405,0.7216,45488.0
825,0.0,Nathan Layne Institute of Cosmetology,PS,PS,,,,,,
826,0.0,Brigham Young University-Idaho,0.03,0.22,9782.0,12807.0,0.9556,0.5274,0.6792,40447.0
827,0.0,College of Southern Idaho,0.10-0.14,0.05-0.09,6125.0,12340.0,,0.2727,,35642.0
828,0.0,Adler University,0.05-0.09,<=0.05,,,,,,
829,0.0,American Academy of Art College,<=0.20,<=0.20,27000.0,44105.0,,0.5556,0.6842,25368.0
830,0.0,American Islamic College,PS,PS,,,1.0,,,
831,0.0,School of the Art Institute of Chicago,0.09-0.10,0.11-0.12,22750.0,72278.0,0.7896,0.5682,0.7906,26742.0
832,0.0,Augustana College,0.05-0.09,0.10-0.14,25532.0,59262.0,0.6122,0.6287,0.8086,49849.0
833,0.0,Aurora University,0.06,0.10,16750.0,38012.0,0.819,0.5608,0.7271,51237.0
834,0.0,Southwestern Illinois College,0.23-0.24,0.09-0.10,3825.0,11885.0,,,,30872.0
835,0.0,Bethany Theological Seminary,PS,PS,,,,,,
836,0.0,Black Hawk College,0.15-0.19,0.10-0.14,4594.0,11481.0,,,,34022.0
837,0.0,Blackburn College,0.10-0.19,<=0.10,14000.0,35726.0,0.6437,0.3273,0.375,36665.0
838,0.0,Blessing Rieman College of Nursing and Health Sciences,PS,PS,13500.0,,,,,67602.0
839,0.0,Bradley University,0.03,0.15,25000.0,50881.0,0.7514,0.7055,0.8258,59114.0
840,0.0,Paul Mitchell the School-Tinley Park,0.20-0.39,<=0.20,7917.0,,,,,19886.0
841,0.0,Cameo Beauty Academy,PS,PS,,,,,,17987.0
842,0.0,Cannella School of Hair Design-Villa Park,PS,PS,,,,,,18633.0
843,0.0,Cannella School of Hair Design-Chicago,PS,PS,,,,,,14597.0
844,0.0,Cannella School of Hair Design-Chicago,PS,PS,,,,,,21868.0
845,0.0,Capri Beauty College,PS,PS,9833.0,,,,,19302.0
846,0.0,Carl Sandburg College,<=0.20,<=0.20,3500.0,11440.0,,,,31149.0
847,0.0,Catholic Theological Union at Chicago,PS,PS,,,,,,
848,0.0,Midwestern University-Downers Grove,<=0.01,0.19,,,,,,
849,0.0,The Chicago School at Chicago,0.07,0.03,10500.0,,0.0698,,,51817.0
850,0.0,Chicago State University,0.10-0.14,<=0.05,23000.0,21961.0,0.4851,0.3019,0.551,33805.0
851,0.0,Chicago Theological Seminary,PS,PS,,,,,,
852,0.0,University of Chicago,<=0.02,0.27-0.28,11000.0,84126.0,0.0543,0.9212,0.9898,80870.0
853,0.0,City Colleges of Chicago-Kennedy-King College,0.20-0.39,<=0.20,5000.0,11525.0,,,,22119.0
854,0.0,City Colleges of Chicago-Malcolm X College,<=0.20,<=0.20,6000.0,10277.0,,,,26891.0
855,0.0,City Colleges of Chicago-Olive-Harvey College,PS,PS,5301.0,12355.0,,,,23378.0
856,0.0,City Colleges of Chicago-Harry S Truman College,0.10-0.19,<=0.10,5875.0,10218.0,,,,30439.0
857,0.0,City Colleges of Chicago-Richard J Daley College,<=0.20,<=0.20,3500.0,9310.0,,,,31509.0
858,0.0,City Colleges of Chicago-Harold Washington College,0.20-0.29,<=0.10,4500.0,9955.0,,,,29483.0
859,0.0,City Colleges of Chicago-Wilbur Wright College,0.10-0.19,<=0.10,4750.0,9537.0,,,,33808.0
860,0.0,Columbia College Chicago,0.13,0.08,19000.0,45611.0,0.9477,0.3501,0.672,32596.0
861,0.0,Concordia University-Chicago,0.07,0.09,14748.0,44022.0,0.9304,0.4049,0.5777,44405.0
862,0.0,Danville Area Community College,<=0.20,<=0.20,3500.0,10151.0,,,,34443.0
863,0.0,Tricoci University of Beauty Culture,PS,PS,7307.0,,,,,14697.0
864,0.0,DePaul University,0.06,0.12,20653.0,57824.0,0.7017,0.6076,0.8409,54695.0
865,0.0,Cosmetology & Spa Academy,<=0.20,<=0.20,7917.0,,,,,25231.0
866,0.0,College of DuPage,0.14,0.10,5750.0,14057.0,,,,38925.0
867,0.0,East-West University,PS,PS,7334.0,29168.0,,0.1026,0.434,21236.0
868,0.0,Eastern Illinois University,0.10,0.08,16463.0,25334.0,0.6796,0.4677,0.7147,42694.0
869,0.0,Elgin Community College,0.10-0.14,0.10-0.14,4952.0,8671.0,,,,39007.0
870,0.0,Elmhurst University,0.05-0.06,0.13-0.14,16875.0,51455.0,0.7601,0.5947,0.8038,52803.0
871,0.0,Eureka College,<=0.10,<=0.10,16000.0,38968.0,0.8672,0.4194,0.5678,42968.0
872,0.0,First Institute of Travel Inc.,<=0.20,<=0.20,9395.0,,,,,34254.0
873,0.0,Fox College,<=0.10,0.10-0.19,12953.0,20119.0,0.6984,,,40654.0
874,0.0,Garrett-Evangelical Theological Seminary,<=0.20,<=0.20,,,,,,
875,0.0,Gem City College,PS,PS,,,,,,18527.0
876,0.0,Governors State University,0.07-0.08,0.05-0.06,15250.0,20901.0,0.5748,0.1712,0.5585,45435.0
877,0.0,Graham Hospital School of Nursing,PS,PS,,,1.0,,,58704.0
878,0.0,Greenville University,0.05-0.09,0.10-0.14,19250.0,43239.0,0.9412,0.55,0.7621,40307.0
879,0.0,G Skin & Beauty Institute,<=0.20,<=0.20,6333.0,,,,,29752.0
880,0.0,Hair Professionals Career College,PS,PS,,,,,,20915.0
881,0.0,Hair Professionals School of Cosmetology,PS,PS,5500.0,,,,,22166.0
882,0.0,Hebrew Theological College,PS,PS,9174.0,21196.0,0.7143,0.75,0.9167,32793.0
883,0.0,Highland Community College,0.20-0.39,<=0.20,5500.0,11650.0,,,,33425.0
884,0.0,Rosalind Franklin University of Medicine and Science,<=0.05,0.20-0.24,,,,,,
885,0.0,University of Illinois Chicago,0.04,0.19,13129.0,24375.0,0.7869,0.5825,0.7832,53218.0
886,0.0,Benedictine University,0.07,0.11,19460.0,46422.0,0.9312,0.5,0.674,50222.0
887,0.0,Illinois College of Optometry,<=0.10,0.20-0.29,,,,,,
888,0.0,University of Illinois Urbana-Champaign,0.04,0.25,16230.0,31636.0,0.4482,0.766,0.9332,64802.0
889,0.0,Illinois Wesleyan University,<=0.05,0.15-0.19,23250.0,66835.0,0.4222,0.7652,0.8245,56082.0
890,0.0,Illinois Central College,0.15-0.19,0.05-0.09,5250.0,16348.0,,,,32988.0
891,0.0,Illinois College,0.10-0.14,0.10-0.14,14746.0,46023.0,0.7718,0.6429,0.7258,40110.0
892,0.0,Olney Central College,0.10-0.19,0.10-0.19,5250.0,13005.0,,,,34213.0
893,0.0,Illinois Institute of Technology,0.03-0.04,0.17-0.18,21500.0,67233.0,0.6144,0.7447,0.8471,70803.0
894,0.0,Illinois State University,0.06,0.14,17500.0,32151.0,0.8624,0.531,0.8032,50599.0
895,0.0,Illinois Valley Community College,<=0.10,<=0.10,6000.0,11225.0,,,,34932.0
896,0.0,Institute for Clinical Social Work,PS,PS,,,,,,
897,0.0,John A Logan College,PS,PS,,11937.0,,,,29460.0
898,0.0,John Wood Community College,0.10-0.19,0.10-0.19,5146.0,12456.0,,,,35052.0
899,0.0,Joliet Junior College,0.11-0.12,0.07-0.08,5500.0,9151.0,,,,36334.0
900,0.0,Judson University,0.05-0.09,0.10-0.14,14000.0,39201.0,0.582,0.3871,0.6145,45374.0
901,0.0,Kankakee Community College,0.10-0.19,<=0.10,5555.0,11997.0,,,,33835.0
902,0.0,Kaskaskia College,<=0.20,<=0.20,,10792.0,,,,33095.0
903,0.0,Kishwaukee College,0.20-0.29,<=0.10,8249.0,13208.0,,,,32532.0
904,0.0,Knox College,0.05-0.09,0.15-0.19,24999.0,63874.0,0.7332,0.7451,0.8185,37757.0
905,0.0,Educators of Beauty College of Cosmetology-Peru,PS,PS,,,,,,22718.0
906,0.0,College of Lake County,0.10-0.14,0.05-0.09,5462.0,10503.0,,,,36407.0
907,0.0,Lake Forest College,<=0.05,0.10-0.14,21500.0,65637.0,0.5972,0.789,0.851,51324.0
908,0.0,Lake Forest Graduate School of Management,<=0.20,<=0.20,,,,,,
909,0.0,Lake Land College,0.20-0.29,0.10-0.19,3500.0,10165.0,,,,33693.0
910,0.0,Lakeview College of Nursing,<=0.20,<=0.20,15000.0,,,,,74789.0
911,0.0,Lewis and Clark Community College,0.10-0.14,0.10-0.14,4500.0,9222.0,,,,35365.0
912,0.0,Lewis University,0.05,0.13,19500.0,44513.0,0.7406,0.5571,0.8082,56095.0
913,0.0,Lincoln Christian University,<=0.10,0.10-0.19,16122.0,21428.0,,0.5625,0.0769,35416.0
914,0.0,Lincoln Land Community College,0.15-0.19,0.05-0.09,6500.0,10858.0,,,,33145.0
915,0.0,Lincoln College of Technology-Melrose Park,0.25-0.26,0.05-0.06,9692.0,,,,,36485.0
916,0.0,Loyola University Chicago,0.04,0.14,23250.0,62997.0,0.7915,0.6472,0.8127,58411.0
917,0.0,Lutheran School of Theology at Chicago,PS,PS,,,,,,
918,0.0,Trinity College of Nursing & Health Sciences,<=0.20,<=0.20,22500.0,,,,,62487.0
919,0.0,Steven Papageorge Hair Academy,PS,PS,,,,,,21758.0
920,0.0,Generations College,PS,PS,19000.0,23711.0,,,,31406.0
921,0.0,McCormick Theological Seminary,PS,PS,,,,,,
922,0.0,McHenry County College,0.10-0.14,0.05-0.09,5500.0,12040.0,,,,36496.0
923,0.0,McKendree University,0.05-0.09,0.05-0.09,15878.0,46576.0,0.6835,0.4595,0.754,49439.0
924,0.0,Meadville Theological School of Lombard College,PS,PS,,,,,,
925,0.0,Methodist College,<=0.20,<=0.20,30500.0,36059.0,0.3333,0.6667,1.0,64709.0
926,0.0,Millikin University,0.10-0.14,0.05-0.09,20904.0,40918.0,0.754,0.4566,0.7017,43100.0
927,0.0,Monmouth College,0.05-0.09,0.10-0.14,20500.0,54707.0,0.907,0.4434,0.7654,43158.0
928,0.0,Moody Bible Institute,PS,PS,13000.0,31963.0,0.9414,0.5422,0.7483,40210.0
929,0.0,Moraine Valley Community College,0.10-0.14,0.05-0.09,5500.0,11158.0,,,,34943.0
930,0.0,Morrison Institute of Technology,PS,PS,11117.0,25666.0,,,,46238.0
931,0.0,Morton College,PS,<=0.20,5500.0,13992.0,,,,34053.0
932,0.0,National Louis University,0.08,0.05,15000.0,23734.0,0.9205,0.3015,0.6117,43562.0
933,0.0,National University of Health Sciences,<=0.10,<=0.10,15617.0,,,,,44332.0
934,0.0,Cosmetology Concepts Niles,PS,PS,,,,,,25473.0
935,0.0,North Central College,0.05-0.06,0.15-0.16,20833.0,54661.0,0.6087,0.5541,0.7695,51762.0
936,0.0,North Park University,0.07-0.08,0.11-0.12,21291.0,41988.0,0.6801,0.5092,0.7091,49326.0
937,0.0,Northern Baptist Theological Seminary,PS,PS,,,,,,
938,0.0,Northern Illinois University,0.11,0.10,18567.0,26534.0,0.7068,0.4312,0.653,46113.0
939,0.0,Northwestern University,0.02,0.29,12000.0,83803.0,0.0721,0.9688,0.9779,76844.0
940,0.0,Northeastern Illinois University,0.07-0.08,0.11-0.12,11500.0,24517.0,0.627,0.1943,0.6274,43801.0
941,0.0,Oakton College,<=0.20,<=0.20,3500.0,11107.0,,,,38528.0
942,0.0,Oehrlein School of Cosmetology,PS,PS,,,,,,18769.0
943,0.0,Olivet Nazarene University,0.06,0.13,19000.0,49685.0,0.578,0.5132,0.7652,49278.0
944,0.0,Parkland College,0.21-0.22,0.09-0.10,5250.0,13462.0,,,,34215.0
945,0.0,Prairie State College,0.15-0.19,<=0.05,8725.0,14265.0,,,,30388.0
946,0.0,Principia College,PS,PS,,,0.4785,,0.8228,
947,0.0,Professional's Choice Hair Design Academy,PS,PS,,,,,,20060.0
948,0.0,Quincy University,0.10-0.14,0.10-0.14,14750.0,43381.0,0.617,0.3611,0.6897,43331.0
949,0.0,Rend Lake College,PS,PS,,15080.0,,,,29814.0
950,0.0,Richland Community College,0.20-0.39,<=0.20,4500.0,9498.0,,,,32459.0
951,0.0,Rock Valley College,0.10-0.14,0.10-0.14,5620.0,14312.0,,,,34774.0
952,0.0,Rockford University,0.10-0.14,0.05-0.09,16750.0,45985.0,0.5491,0.2958,0.6386,45847.0
953,0.0,Roosevelt University,0.13,0.07,15500.0,46360.0,0.8832,0.3591,0.6028,42896.0
954,0.0,Dominican University,0.07-0.08,0.11-0.12,19500.0,43574.0,0.8953,0.541,0.7484,47907.0
955,0.0,Rush University,<=0.05,0.15-0.19,24791.0,,,,,86865.0
956,0.0,Saint Francis Medical Center College of Nursing,<=0.10,0.10-0.19,15000.0,,,,,69519.0
957,0.0,University of St Francis,0.05-0.06,0.09-0.10,17750.0,43760.0,0.5842,0.4776,0.7129,56648.0
958,0.0,St. John's College-Department of Nursing,PS,PS,18750.0,,,,,68248.0
959,0.0,Saint Xavier University,0.07-0.08,0.09-0.10,16801.0,41127.0,0.8413,0.4706,0.7087,50784.0
960,0.0,University of Illinois Springfield,0.07-0.08,0.09-0.10,14891.0,24287.0,0.8203,0.4324,0.7577,47432.0
961,0.0,Sauk Valley Community College,0.10-0.19,0.10-0.19,5500.0,14044.0,,,,35185.0
962,0.0,Shawnee Community College,PS,PS,,12588.0,,,,27902.0
963,0.0,St. Augustine College,PS,PS,,20756.0,,0.2721,0.8333,31348.0
964,0.0,University of Saint Mary of the Lake,PS,PS,,,,,,
965,0.0,Southeastern Illinois College,PS,PS,,12332.0,,,,29254.0
966,0.0,National Latino Education Institute,PS,PS,,,,,,39136.0
967,0.0,Spertus College,PS,PS,,,,,,
968,0.0,Spoon River College,0.20-0.39,<=0.20,7000.0,12651.0,,,,34424.0
969,0.0,Saint Anthony College of Nursing,<=0.20,<=0.20,21250.0,33151.0,,,1.0,76111.0
970,0.0,Educators of Beauty College of Cosmetology-Sterling,PS,PS,9673.0,,,,,18716.0
971,0.0,Southern Illinois University-Carbondale,0.14,0.08,19500.0,28970.0,0.915,0.3601,0.7032,43087.0
972,0.0,Southern Illinois University-Edwardsville,0.09,0.10,18134.0,24429.0,0.9751,0.4091,0.7051,46384.0
973,0.0,Taylor Business Institute,PS,PS,,22723.0,0.7941,,,19077.0
974,0.0,Telshe Yeshiva-Chicago,PS,PS,,20200.0,0.9429,0.0909,0.7857,
975,0.0,South Suburban College,PS,PS,,10751.0,,,,27389.0
976,0.0,Trinity Christian College,0.05-0.09,0.10-0.14,22250.0,46996.0,0.7068,0.6296,0.7654,48107.0
977,0.0,Trinity International University-Illinois,0.05-0.09,0.05-0.09,20500.0,46333.0,0.9126,0.3934,0.7143,41545.0
978,0.0,Triton College,0.10-0.19,<=0.10,5500.0,11388.0,,,,35001.0
979,0.0,University of Spa & Cosmetology Arts,<=0.20,<=0.20,4508.0,,,,,24853.0
980,0.0,VanderCook College of Music,PS,PS,,36975.0,1.0,0.4545,0.8,45704.0
981,0.0,Waubonsee Community College,0.13-0.14,0.09-0.10,4500.0,11045.0,,,,39016.0
982,0.0,Oak Point University,<=0.10,0.10-0.19,24820.0,,,,,83017.0
983,0.0,Western Illinois University,0.12,0.08,22811.0,27039.0,0.75,0.3914,0.6685,43057.0
984,0.0,Wheaton College,<=0.05,0.30-0.34,21500.0,54537.0,0.8843,0.85,0.9024,50270.0
985,0.0,William Rainey Harper College,0.09-0.10,0.07-0.08,6792.0,12186.0,,,,40035.0
986,0.0,Anderson University,0.11-0.12,0.09-0.10,19483.0,48027.0,0.5175,0.3865,0.6901,44396.0
987,0.0,Ball State University,0.07,0.11,16750.0,24478.0,0.6895,0.6487,0.7288,44394.0
988,0.0,Bethel University,0.05-0.09,0.10-0.14,21500.0,41570.0,0.9947,0.5288,0.7102,44271.0
989,0.0,Butler University,0.03-0.04,0.19-0.20,23250.0,62673.0,0.8206,0.6949,0.8867,61627.0
990,0.0,Calumet College of Saint Joseph,0.10-0.19,<=0.10,9500.0,28094.0,,0.2308,0.6061,39342.0
991,0.0,Christian Theological Seminary,PS,PS,,,,,,
992,0.0,College of Court Reporting Inc,PS,PS,15684.0,42454.0,,,,41363.0
993,0.0,Concordia Theological Seminary,PS,PS,,,,,,
994,0.0,Tricoci University of Beauty Culture-Highland,<=0.20,<=0.20,7307.0,,,,,24828.0
995,0.0,DePauw University,<=0.05,0.20-0.24,25000.0,70394.0,0.658,0.7778,0.924,58476.0
996,0.0,Don Roberts School of Hair Design,PS,PS,,,,,,12608.0
997,0.0,Earlham College,<=0.10,0.10-0.19,19500.0,62999.0,0.7324,0.67,0.7953,35430.0
998,0.0,University of Evansville,<=0.05,0.15-0.19,19413.0,52798.0,0.7632,0.5195,0.8012,46734.0
999,0.0,Franklin College,0.05-0.09,0.10-0.14,17200.0,49403.0,0.9286,0.5227,0.7233,45635.0
1000,0.0,Goshen College,<=0.10,0.10-0.19,13898.0,47366.0,0.9354,0.5441,0.8033,43218.0
1001,0.0,Grace College and Theological Seminary,<=0.05,0.15-0.19,17500.0,39454.0,0.8462,0.5643,0.7864,41463.0
1002,0.0,Hanover College,0.05-0.09,0.10-0.14,19500.0,55210.0,0.7411,0.6786,0.779,42876.0
1003,0.0,J Michael Harrold Beauty Academy,PS,PS,6650.0,,,,,19563.0
1004,0.0,Holy Cross College,0.10-0.19,0.10-0.19,17850.0,47029.0,0.7617,0.4211,0.713,41335.0
1005,0.0,PJ's College of Cosmetology-Clarksville,PS,PS,7389.0,,,,,19526.0
1006,0.0,Huntington University,0.05-0.09,0.10-0.14,19975.0,40132.0,0.775,0.625,0.8193,40702.0
1007,0.0,Ivy Tech Community College,0.20,0.06,6500.0,13496.0,,,,32680.0
1008,0.0,Purdue University Fort Wayne,0.09,0.12,12000.0,19050.0,0.8066,0.2896,0.6272,42873.0
1009,0.0,Indiana University-Indianapolis,0.07,0.11,15000.0,21624.0,0.8289,0.4725,0.7085,47173.0
1010,0.0,University of Indianapolis,0.08,0.11,18310.0,47597.0,0.7614,0.4975,0.6139,46452.0
1011,0.0,Indiana Institute of Technology,0.29-0.30,0.03-0.04,13781.0,41982.0,0.6466,0.248,0.5986,29717.0
1012,0.0,University of Southern Indiana,0.07,0.12,14000.0,20435.0,0.9444,0.4013,0.6989,42323.0
1013,0.0,Indiana State University,0.15,0.08,14774.0,23136.0,0.923,0.3556,0.6427,41047.0
1014,0.0,Indiana University-Kokomo,0.10-0.14,0.05-0.09,10500.0,13332.0,0.8575,0.3317,0.6388,42134.0
1015,0.0,Indiana University-South Bend,0.09-0.10,0.09-0.10,13194.0,15251.0,0.8688,0.3083,0.6604,41388.0
1016,0.0,Indiana University-Bloomington,0.06,0.17,14539.0,27131.0,0.8241,0.6992,0.8986,53417.0
1017,0.0,Indiana University-Northwest,0.11-0.12,0.05-0.06,13775.0,13597.0,0.8031,0.3305,0.6791,39714.0
1018,0.0,Indiana University-Southeast,0.09-0.10,0.09-0.10,12521.0,14752.0,0.8523,0.3102,0.6052,42290.0
1019,0.0,Indiana University-East,0.05-0.09,0.05-0.09,12500.0,15899.0,0.7755,0.3054,0.6388,44827.0
1020,0.0,International Business College-Indianapolis,0.10-0.14,0.10-0.14,10261.0,21271.0,0.7176,,,33081.0
1021,0.0,Taylor Institute of Cosmetology II,PS,PS,,,,,,14203.0
1022,0.0,Tricoci University of Beauty Culture-Lafayette,PS,<=0.20,6333.0,,,,,24769.0
1023,0.0,Lincoln College of Technology-Indianapolis,0.29,0.07,9833.0,,,,,42500.0
1024,0.0,Manchester University,0.05-0.09,0.10-0.14,12250.0,46583.0,0.6639,0.3799,0.6808,43024.0
1025,0.0,Marian University,0.07-0.08,0.07-0.08,20458.0,51522.0,0.9384,0.5147,0.7598,55704.0
1026,0.0,Indiana Wesleyan University-Marion,0.08,0.09,14163.0,41692.0,0.8672,0.5545,0.7823,51329.0
1027,0.0,Martin University,PS,PS,,25074.0,,0.3077,0.6667,25539.0
1028,0.0,Anabaptist Mennonite Biblical Seminary,PS,PS,,,,,,
1029,0.0,Mid-America College of Funeral Service,PS,PS,9667.0,28498.0,,0.5,0.0909,42193.0
1030,0.0,West Michigan College of Barbering and Beauty,PS,PS,,,,,,16848.0
1031,0.0,University of Notre Dame,<=0.02,0.29-0.30,18125.0,78347.0,0.1291,0.9414,0.9738,86210.0
1032,0.0,Oakland City University,0.10-0.19,<=0.10,12424.0,40024.0,0.5572,0.8056,0.7114,43190.0
1033,0.0,PJ's College of Cosmetology-Richmond,PS,PS,,,,,,16731.0
1034,0.0,Ravenscroft Beauty College,PS,PS,,,,,,18345.0
1035,0.0,Rogers Academy of Hair Design,PS,PS,9833.0,,,,,16631.0
1036,0.0,Rose-Hulman Institute of Technology,<=0.05,0.35-0.39,24500.0,72651.0,0.7302,0.7,0.9167,85935.0
1037,0.0,University of Saint Francis-Fort Wayne,0.07-0.08,0.09-0.10,19500.0,43022.0,0.9806,0.4593,0.6812,47944.0
1038,0.0,Saint Mary-of-the-Woods College,<=0.10,<=0.10,13414.0,43905.0,0.7817,0.449,0.6703,41863.0
1039,0.0,Saint Mary's College,<=0.05,0.20-0.24,19759.0,63986.0,0.8389,0.7653,0.8347,53470.0
1040,0.0,Saint Meinrad School of Theology,PS,PS,,,,,,
1041,0.0,Saint Elizabeth School of Nursing,PS,PS,17500.0,36215.0,1.0,,,57337.0
1042,0.0,Taylor University,<=0.05,0.20-0.24,18599.0,50672.0,0.7461,0.6559,0.9144,45142.0
1043,0.0,Trine University,0.05-0.09,0.10-0.14,17500.0,48921.0,0.9188,0.5741,0.7809,53010.0
1044,0.0,Valparaiso University,0.05,0.11,24500.0,56969.0,0.9415,0.5602,0.7733,55216.0
1045,0.0,Vincennes Beauty College,PS,PS,,,,,,19807.0
1046,0.0,Vincennes University,0.26,0.07,9500.0,18809.0,,0.24,0.6667,35834.0
1047,0.0,Wabash College,<=0.10,0.10-0.19,24908.0,60150.0,0.6149,0.6481,0.8804,52667.0
1048,0.0,Allen College,<=0.05,0.15-0.19,15000.0,33134.0,,,,65078.0
1049,0.0,Briar Cliff University,0.10-0.14,0.05-0.09,17596.0,48066.0,,0.3617,0.6805,48338.0
1050,0.0,Buena Vista University,0.07-0.08,0.07-0.08,17999.0,51406.0,0.7727,0.4795,0.7585,43572.0
1051,0.0,Capri College-Dubuque,<=0.20,<=0.20,6491.0,,,,,24838.0
1052,0.0,Capri College-Cedar Rapids,<=0.20,<=0.20,7205.0,,,,,23433.0
1053,0.0,Central College,<=0.05,0.10-0.14,22500.0,34302.0,0.7924,0.7033,0.7375,49115.0
1054,0.0,Clarke University,0.05-0.09,0.10-0.14,21500.0,51322.0,0.848,0.4561,0.6667,49157.0
1055,0.0,Coe College,<=0.05,0.15-0.19,21500.0,62654.0,,0.5541,0.7003,47136.0
1056,0.0,Cornell College,<=0.05,0.10-0.14,21500.0,62571.0,0.7933,0.5647,0.7951,39299.0
1057,0.0,Des Moines Area Community College,0.19,0.08,7250.0,14569.0,,,,39349.0
1058,0.0,Divine Word College,PS,PS,,,,,0.6667,
1059,0.0,Dordt University,<=0.05,0.40-0.44,18794.0,49104.0,0.8767,0.6824,0.8042,50551.0
1060,0.0,Drake University,0.03-0.04,0.15-0.16,19000.0,60642.0,0.6723,0.6512,0.8287,58233.0
1061,0.0,University of Dubuque,0.15-0.19,0.05-0.09,17000.0,47851.0,0.8505,0.3632,0.7125,44960.0
1062,0.0,Ellsworth Community College,0.20-0.29,<=0.10,6800.0,16540.0,,,,31739.0
1063,0.0,Emmaus Bible College,PS,PS,12000.0,30059.0,1.0,0.7188,0.7021,34653.0
1064,0.0,Eastern Iowa Community College District,0.15-0.16,0.07-0.08,8649.0,12972.0,,,,34717.0
1065,0.0,Faith Baptist Bible College and Theological Seminary,PS,0.20-0.39,10000.0,29489.0,0.5245,0.5294,0.88,33372.0
1066,0.0,Graceland University-Lamoni,0.10-0.14,0.10-0.14,15000.0,46380.0,0.7449,0.3492,0.6129,40792.0
1067,0.0,Grand View University,0.10-0.14,0.10-0.14,16279.0,43078.0,0.9841,0.4098,0.6851,47582.0
1068,0.0,Grinnell College,<=0.05,0.30-0.34,12775.0,75698.0,0.1076,0.8961,0.9321,49004.0
1069,0.0,Orion Technical College,PS,PS,9500.0,24155.0,,0.8571,,35488.0
1070,0.0,Hawkeye Community College,0.17-0.18,0.09-0.10,9500.0,14839.0,,,,39099.0
1071,0.0,American Hair Academy,PS,PS,,,,,,17836.0
1072,0.0,Indian Hills Community College,0.21-0.22,0.09-0.10,7398.0,13501.0,,,,38540.0
1073,0.0,Iowa Central Community College,0.25-0.26,0.07-0.08,8000.0,15480.0,,,,35830.0
1074,0.0,Iowa Lakes Community College,0.15-0.19,0.05-0.09,7501.0,18190.0,,,,37209.0
1075,0.0,UnityPoint Health-Des Moines School of Radiologic Technology,PS,PS,,,,,,
1076,0.0,Iowa School of Beauty-Des Moines,PS,PS,6333.0,,,,,25884.0
1077,0.0,Iowa State University,0.05,0.18,19588.0,21932.0,0.9022,0.643,0.857,53873.0
1078,0.0,Iowa Wesleyan University,<=0.20,<=0.20,12000.0,46894.0,0.8081,0.3109,0.5447,41955.0
1079,0.0,Iowa Western Community College,0.21-0.22,0.07-0.08,8750.0,17852.0,,,,35628.0
